OBS_NUM;CPMN;CPRON;CMUNN;FNAC;NOMB;NOMBFREQ;APE1;APE1FREQ;APE2;APE2FREQ;IDEN;NDOCU;NIE;SEXO
375;35016;35;016;20010328;DANIEL;0.0044697901;MARTIN;0.0150823066;RAMIREZ;0.0092353479;00000000;00000000000000000000;00000000000;1
376;35011;35;011;20010811;DANIEL;0.0044697901;BARROSO;0.0002384627;BRITO;0.0026360301;00000000;00000000000000000000;00000000000;1
377;35016;35;016;20120302;GABRIEL;0.0016322683;VIEGA;5.5456453E-6;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
378;35011;35;011;20021206;GABRIEL;0.0016322683;BENITEZ;0.0031850489;JIMENEZ;0.0080763081;00000000;00000000000000000000;00000000000;1
379;35016;35;016;20071205;MARTA;0.0023032913;SUAREZ;0.0173005647;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;6
380;35016;35;016;20070214;DANIEL;0.0044697901;ORTEGA;0.004809923;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
381;35016;35;016;20050713;GABRIEL;0.0016322683;CEDRES;0.00103149;RIO;0.0003087076;00000000;00000000000000000000;00000000000;1
382;35023;35;023;20091208;MARTA;0.0023032913;ALAMO;0.0024252955;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
383;35016;35;016;20110301;GABRIEL;0.0016322683;IDARRAGA;0.0000129398;VERDEJO;0.0000129398;00000000;00000000000000000000;00000000000;1
384;35016;35;016;20071017;GABRIEL;0.0016322683;RAMOS;0.0064532826;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
385;35016;35;016;20041121;GABRIEL;0.0016322683;ALAMO;0.0024252955;PERDOMO;0.0041684767;00000000;00000000000000000000;00000000000;1
386;35006;35;006;20100514;MARTA;0.0023032913;JIMENEZ;0.0081391587;QUEVEDO;0.0015527807;00000000;00000000000000000000;00000000000;6
387;35015;35;015;20101119;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;1
388;35006;35;006;20051227;DANIEL;0.0044697901;CASTELLANO;0.0034678768;LORENZO;0.0033107502;00000000;00000000000000000000;00000000000;1
389;35011;35;011;20081004;GABRIEL;0.0016322683;ARTILES;0.0034161175;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
390;35016;35;016;20100604;DANIEL;0.0044697901;MARTIN;0.0150823066;SAINZ DE AJA;3.6970969E-6;00000000;00000000000000000000;00000000000;1
391;35016;35;016;20070129;ROCIO;0.0005120479;DOMINGUEZ;0.0052221493;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;6
392;35016;35;016;20061214;DANIEL;0.0044697901;PEREZ;0.0247483663;ROLDAN;0.0001904005;00000000;00000000000000000000;00000000000;1
393;35006;35;006;20081120;GABRIEL;0.0016322683;ESPINO;0.0024511752;FUENTES;0.0014880815;00000000;00000000000000000000;00000000000;1
394;35011;35;011;20101117;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;URSU;3.6970969E-6;00000000;00000000000000000000;00000000000;1
395;35009;35;009;20110528;DOMINGO;0.0024899947;CHINEA;0.0000314253;MORENO;0.0060817243;00000000;00000000000000000000;00000000000;1
396;35009;35;009;20080212;DANIEL;0.0044697901;SUAREZ;0.0173005647;QUESADA;0.0020112207;00000000;00000000000000000000;00000000000;1
397;35016;35;016;19990520;DANIEL;0.0044697901;GONZALEZ;0.0312792879;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
398;28079;28;079;20111019;GABRIEL;0.0016322683;BLAZQUEZ;0.000077639;GIL;0.0038209496;00000000;00000000000000000000;00000000000;1
399;35016;35;016;20110618;GABRIEL;0.0016322683;CUYAS;0.000094276;BRITO;0.0026360301;00000000;00000000000000000000;00000000000;1
400;28079;28;079;20080219;ROCIO;0.0005120479;RODRIGUEZ-BATLLORI;0.0000110913;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;6
401;35004;35;004;20070322;MARTA;0.0023032913;FIGUERAS;0.0000961245;CLAR;3.6970969E-6;00000000;00000000000000000000;00000000000;6
402;35004;35;004;20041014;DANIEL;0.0044697901;PLEITE;5.5456453E-6;SANTOS;0.0013161665;00000000;00000000000000000000;00000000000;1
403;35004;35;004;19951201;MARTA;0.0023032913;SOSA;0.0068969342;BETHENCOURT;0.0004750769;00000000;00000000000000000000;00000000000;6
404;35016;35;016;20060704;DANIEL;0.0044697901;SAAVEDRA;0.0023716876;ALFARO;0.0001312469;00000000;00000000000000000000;00000000000;1
405;35004;35;004;19990506;DANIEL;0.0044697901;MOLINERO;9.2427421E-6;ANTON;0.0000813361;00000000;00000000000000000000;00000000000;1
406;35011;35;011;20080507;GABRIEL;0.0016322683;CEDRES;0.00103149;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
407;35004;35;004;20101228;MONICA;0.0016082371;GARCIA;0.0279389609;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;6
408;35009;35;009;20030721;GABRIEL;0.0016322683;BOLAÑOS;0.0023587478;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
409;35012;35;012;20040226;DANIEL;0.0044697901;CORDERO;0.0004898653;MANZL;3.6970969E-6;00000000;00000000000000000000;00000000000;1
410;35011;35;011;20100922;GABRIEL;0.0016322683;SANTANA;0.0321684397;MACHIN;0.0015213554;00000000;00000000000000000000;00000000000;1
411;35011;35;011;20011019;GABRIEL;0.0016322683;TORRES;0.0042442672;DOMINGUEZ;0.0050132633;00000000;00000000000000000000;00000000000;1
412;35011;35;011;20050831;MONICA;0.0016082371;GONZALEZ;0.0312792879;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
413;35006;35;006;20050921;MARTA;0.0023032913;MARRERO;0.0083184679;GUILLEN;0.0015897516;00000000;00000000000000000000;00000000000;6
414;35002;35;002;20060930;GABRIEL;0.0016322683;PADILLA;0.0010185502;VEGA;0.0074200734;00000000;00000000000000000000;00000000000;1
415;35011;35;011;20080102;GABRIEL;0.0016322683;ALEMAN;0.0047378296;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
416;35004;35;004;20010307;DANIEL;0.0044697901;PEÑA;0.0029502833;OLIVIER;5.5456453E-6;00000000;00000000000000000000;00000000000;1
417;35014;35;014;20060316;MARTA;0.0023032913;HERNANDEZ;0.0277319235;MONZON;0.0021886813;00000000;00000000000000000000;00000000000;6
418;35016;35;016;20051102;GABRIEL;0.0016322683;MONTESDEOCA;0.003262688;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
419;35009;35;009;20080120;DANIEL;0.0044697901;MENDOZA;0.0041703253;TACORONTE;0.0009704879;00000000;00000000000000000000;00000000000;1
420;35016;35;016;20091031;MARTA;0.0023032913;ESPADA;0.000036971;DOMINGUEZ;0.0050132633;00000000;00000000000000000000;00000000000;6
421;35004;35;004;20000814;DANIEL;0.0044697901;ORDOÑEZ;0.0001626723;SIERRA;0.0002366142;00000000;00000000000000000000;00000000000;1
422;35006;35;006;20010720;GABRIEL;0.0016322683;AFONSO;0.0021387705;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
423;35016;35;016;20081103;MARTA;0.0023032913;CANDELARIA;0.0000924274;MENDOZA;0.0037396135;00000000;00000000000000000000;00000000000;6
424;35016;35;016;20090423;MARTA;0.0023032913;RIVAS;0.0002957677;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;6
425;35004;35;004;20090515;DANIEL;0.0044697901;GOMEZ;0.0036749143;TORRES;0.0040797464;00000000;00000000000000000000;00000000000;1
426;35016;35;016;20101021;GABRIEL;0.0016322683;ALMEIDA;0.0026083018;SOSA;0.0069283595;00000000;00000000000000000000;00000000000;1
427;35006;35;006;19970327;DANIEL;0.0044697901;GUERRA;0.0053922158;ZAMORA;0.00034383;00000000;00000000000000000000;00000000000;1
428;35006;35;006;19700419;DANIEL;0.0044697901;SUAREZ;0.0173005647;SOSA;0.0069283595;00000000;00000000000000000000;35059840926;1
429;35016;35;016;20061125;ROCIO;0.0005120479;ALMEIDA;0.0026083018;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;6
430;35006;35;006;20101016;GABRIEL;0.0016322683;BATISTA;0.0022644718;MUJICA;0.0006211123;00000000;00000000000000000000;00000000000;1
431;35004;35;004;20050616;DANIEL;0.0044697901;RICO;0.0000831847;VALLE;0.0002070374;00000000;00000000000000000000;00000000000;1
432;35016;35;016;20091214;ROCIO;0.0005120479;RUIZ;0.0038856488;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;6
433;35016;35;016;19990414;GABRIEL;0.0016322683;ARTILES;0.0034161175;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;1
434;35016;35;016;20010302;MONICA;0.0016082371;ORIVE;0.0000517594;RAMIREZ;0.0092353479;00000000;00000000000000000000;00000000000;6
435;35016;35;016;20080818;DANIEL;0.0044697901;CUESTA;0.0001275498;CRUZ;0.0052092095;00000000;00000000000000000000;00000000000;1
436;35016;35;016;20050103;GABRIEL;0.0016322683;CABALLERO;0.0024862976;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
437;35016;35;016;19990904;MONICA;0.0016082371;RAMOS;0.0064532826;DIAZ;0.0146238666;00000000;00000000000000000000;00000000000;6
438;35016;35;016;20070915;DANIEL;0.0044697901;LOPEZ;0.0115349422;QUINTANA;0.0062961559;00000000;00000000000000000000;00000000000;1
439;35016;35;016;19951026;MARTA;0.0023032913;TOLEDO;0.001220042;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;6
440;35016;35;016;20071210;DANIEL;0.0044697901;DIAZ;0.0140951818;LLACA;3.6970969E-6;00000000;00000000000000000000;00000000000;1
441;35016;35;016;20031006;MARTA;0.0023032913;ALEMAN;0.0047378296;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;6
442;35001;35;001;20110906;ROCIO;0.0005120479;ALAMO;0.0024252955;SANTOS;0.0013161665;00000000;00000000000000000000;00000000000;6
443;35006;35;006;20100122;MARTA;0.0023032913;FALCON;0.0047618607;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;6
444;35006;35;006;20050924;GABRIEL;0.0016322683;ROMERO;0.0040131986;FALCON;0.0048764708;00000000;00000000000000000000;00000000000;1
445;35011;35;011;20111202;GABRIEL;0.0016322683;NAVARRO;0.0048431969;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
446;35019;35;019;20040720;GABRIEL;0.0016322683;DE JESUS;7.3941937E-6;PEREIRA;0.0004658342;00000000;00000000000000000000;00000000000;1
447;35006;35;006;20040916;MARTA;0.0023032913;BETANCOR;0.0041185659;BETANCOR;0.0045622175;00000000;00000000000000000000;00000000000;6
448;35016;35;016;20060914;DANIEL;0.0044697901;HERRERA;0.0037451591;CRUZ;0.0052092095;00000000;00000000000000000000;00000000000;1
449;35012;35;012;20050611;GABRIEL;0.0016322683;SUAREZ;0.0173005647;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;1
450;35011;35;011;20050122;GABRIEL;0.0016322683;CARDONA;0.0010462784;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
451;35016;35;016;20090316;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;MONTSERRAT;0.0000425166;00000000;00000000000000000000;00000000000;1
452;3065;" 3";065;19990212;DANIEL;0.0044697901;SUAREZ;0.0173005647;APRAIZ;5.5456453E-6;00000000;00000000000000000000;00000000000;1
453;35009;35;009;19230315;DOLORES;0.0037821301;MELIAN;0.003643489;GARCIA;0.0273437283;00000000;00000000000000000000;35063625975;6
454;35016;35;016;20011206;MARTA;0.0023032913;RODRIGUEZ;0.03845905;NAVARRO;0.0048783193;00000000;00000000000000000000;00000000000;6
455;35002;35;002;20051219;GABRIEL;0.0016322683;HERNANDEZ;0.0277319235;LASSO;0.0004806226;00000000;00000000000000000000;00000000000;1
456;35016;35;016;20051015;GABRIEL;0.0016322683;LOPEZ;0.0115349422;FUENTES;0.0014880815;00000000;00000000000000000000;00000000000;1
457;35002;35;002;20101018;MARTA;0.0023032913;RAMOS;0.0064532826;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;6
458;35016;35;016;20031207;DANIEL;0.0044697901;AUYANET;0.0002310686;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
459;35004;35;004;19961005;ROCIO;0.0005120479;MARQUEZ;0.0010573697;VEGA;0.0074200734;00000000;00000000000000000000;00000000000;6
460;35014;35;014;20091225;GABRIEL;0.0016322683;GOMES;0.0002199773;CALERO;0.0006451434;00000000;00000000000000000000;00000000000;1
461;35004;35;004;19960324;DANIEL;0.0044697901;LOPEZ;0.0115349422;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;1
462;35013;35;013;20030222;MARTA;0.0023032913;SANTANA;0.0321684397;MEDINA;0.0114924256;00000000;00000000000000000000;00000000000;6
463;66126;66;126;20060602;MARTA;0.0023032913;CRIADO SORS;5.5456453E-6;KRUSCHE;3.6970969E-6;00000000;00000000000000000000;00000000000;6
464;35004;35;004;20040319;DANIEL;0.0044697901;CEJUDO;0.0000905789;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
465;35016;35;016;20040618;DANIEL;0.0044697901;VEGA;0.0071631252;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
466;35004;35;004;20030822;GABRIEL;0.0016322683;HOZ;0.0002033403;VILLAVERDE;0.0000702448;00000000;00000000000000000000;00000000000;1
467;35004;35;004;20020905;DANIEL;0.0044697901;HERNANDEZ;0.0277319235;PADRON;0.0030556506;00000000;00000000000000000000;00000000000;1
468;35006;35;006;20040507;GABRIEL;0.0016322683;ARMAS;0.0038856488;HENRIQUEZ;0.002345808;00000000;00000000000000000000;00000000000;1
469;35016;35;016;20101211;DANIEL;0.0044697901;ARCAS;0.0000480623;VERA;0.0022422892;00000000;00000000000000000000;00000000000;1
470;35001;35;001;20070929;ALBERTO BRUNO;3.6970969E-6;ALAMO;0.0024252955;SANTOS;0.0013161665;00000000;00000000000000000000;00000000000;1
471;35013;35;013;20041207;MARTA;0.0023032913;PADRON;0.002861553;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;6
472;35016;35;016;20091206;GABRIEL;0.0016322683;PERDOMO;0.0040557152;MACIAS;0.0017117558;00000000;00000000000000000000;00000000000;1
473;35016;35;016;20010118;DANIEL;0.0044697901;CARO;0.000134944;TRUJILLO;0.0041259601;00000000;00000000000000000000;00000000000;1
474;35016;35;016;20060609;DANIEL;0.0044697901;SUAREZ;0.0173005647;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;1
475;35016;35;016;20101203;DANIEL;0.0044697901;SUAREZ;0.0173005647;MILIOTO;9.2427421E-6;00000000;00000000000000000000;00000000000;1
476;35004;35;004;20110824;DANIEL;0.0044697901;PERDOMO;0.0040557152;MARIN;0.0005212907;00000000;00000000000000000000;00000000000;1
477;35009;35;009;20030205;DANIEL;0.0044697901;GONZALEZ;0.0312792879;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
478;35004;35;004;20080726;DANIEL;0.0044697901;TORRES;0.0042442672;FRANCES;0.0004695313;00000000;00000000000000000000;00000000000;1
479;35016;35;016;19840405;MARTA;0.0023032913;ZUBIRIA;0.000020334;MEDINA;0.0114924256;00000000;00000000000000000000;35106906343;6
480;35004;35;004;20061218;GABRIEL;0.0016322683;ESPINO;0.0024511752;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
481;35016;35;016;20080123;MARTA;0.0023032913;CABRERA;0.0130803287;FUENTES;0.0014880815;00000000;00000000000000000000;00000000000;6
482;35016;35;016;20110926;MARTA;0.0023032913;MEDEROS;0.0010518241;MEDINA;0.0114924256;00000000;00000000000000000000;00000000000;6
483;9059;" 9";059;19970519;DANIEL;0.0044697901;VILLORIA;0.000020334;CELDS;1.8485484E-6;00000000;00000000000000000000;00000000000;1
484;35004;35;004;20041116;MARTA;0.0023032913;FERREIRO;0.0000794876;GUERRA;0.0055179171;00000000;00000000000000000000;00000000000;6
485;35013;35;013;20100912;GABRIEL;0.0016322683;BAUTISTA;0.0006599318;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
486;35011;35;011;20070520;MARTA;0.0023032913;SANCHEZ;0.0159917924;MELIAN;0.0038449807;00000000;00000000000000000000;00000000000;6
487;35009;35;009;20110720;GABRIEL;0.0016322683;ALAMO;0.0024252955;AGUIAR;0.0012533158;00000000;00000000000000000000;00000000000;1
488;35016;35;016;20100518;DANIEL;0.0044697901;HERRERA;0.0037451591;DIAZ;0.0146238666;00000000;00000000000000000000;00000000000;1
489;35016;35;016;20020815;DOLORES;0.0037821301;BETANCORT;0.0018356086;CORREA;0.0006858115;00000000;00000000000000000000;00000000000;6
490;35016;35;016;20081116;DANIEL;0.0044697901;SANCERNI;3.6970969E-6;ROSARIO;0.0022995942;00000000;00000000000000000000;00000000000;1
491;35016;35;016;20101104;GABRIEL;0.0016322683;PINO;0.0010277929;VIZCAINO;0.0005675044;00000000;00000000000000000000;00000000000;1
492;35016;35;016;20111218;GABRIEL;0.0016322683;GARRIDO;0.0004344089;ORTEGA;0.0047045557;00000000;00000000000000000000;00000000000;1
493;35011;35;011;20070311;DANIEL;0.0044697901;PEREZ;0.0247483663;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
494;35024;35;024;20000229;DANIEL;0.0044697901;HERNANDEZ;0.0277319235;NAVARRO;0.0048783193;00000000;00000000000000000000;00000000000;1
495;35016;35;016;20010225;GABRIEL;0.0016322683;GONZALEZ;0.0312792879;CURBELO;0.0020204634;00000000;00000000000000000000;00000000000;1
496;35016;35;016;20010802;MARTA;0.0023032913;GARCIA;0.0279389609;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;6
497;35006;35;006;20080419;GABRIEL;0.0016322683;SANCHEZ;0.0159917924;MORALES;0.0062129713;00000000;00000000000000000000;00000000000;1
498;35027;35;027;20090822;GABRIEL;0.0016322683;DENIZ;0.0031277439;HIDALGO;0.0009483053;00000000;00000000000000000000;00000000000;1
499;35016;35;016;20090207;GABRIEL;0.0016322683;HERNANDEZ;0.0277319235;HERNADEZ;7.3941937E-6;00000000;00000000000000000000;00000000000;1
500;35003;35;003;20101204;GABRIEL;0.0016322683;ALONSO;0.0047248898;SIEVERKROPP;3.6970969E-6;00000000;00000000000000000000;00000000000;1
501;35013;35;013;20051231;GABRIEL;0.0016322683;ARTILES;0.0034161175;LEON;0.0051962696;00000000;00000000000000000000;00000000000;1
502;35009;35;009;20031211;GABRIEL;0.0016322683;DIAZ;0.0140951818;SANTIAGO;0.001850397;00000000;00000000000000000000;00000000000;1
503;35016;35;016;20110728;DANIEL;0.0044697901;ALMEIDA;0.0026083018;MONZON;0.0021886813;00000000;00000000000000000000;00000000000;1
504;35004;35;004;20050923;DANIEL;0.0044697901;SANCHEZ;0.0159917924;GOMEZ;0.0033015075;00000000;00000000000000000000;00000000000;1
505;35013;35;013;20101217;MARTA;0.0023032913;BETANCOR;0.0041185659;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;6
506;35006;35;006;20071105;DANIEL;0.0044697901;ISERN;0.0000166369;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
507;35004;35;004;20070815;GABRIEL;0.0016322683;GALLO;0.0000591535;MARTINEZ;0.0040686551;00000000;00000000000000000000;00000000000;1
508;35011;35;011;20040109;DANIEL;0.0044697901;CABRERA;0.0130803287;HOSSE;0.0000258797;00000000;00000000000000000000;00000000000;1
509;35001;35;001;20100513;DANIEL;0.0044697901;FALERO;0.0001977947;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
510;35011;35;011;20100725;DANIEL;0.0044697901;TOLEDO;0.001220042;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
511;35004;35;004;20041230;GABRIEL;0.0016322683;QUINTANA;0.0059763571;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
512;35028;35;028;20030914;MARTA;0.0023032913;GALINDO;0.0002828279;JORDAN;0.0002347657;00000000;00000000000000000000;00000000000;6
513;35016;35;016;20010101;DANIEL;0.0044697901;PEREZ;0.0247483663;BORDON;0.0011553428;00000000;00000000000000000000;00000000000;1
514;35016;35;016;20080722;GABRIEL;0.0016322683;GUARDIA;0.0004695313;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
515;35016;35;016;20050421;GABRIEL;0.0016322683;MARTINEZ;0.004351483;CAMPOS;0.000765299;00000000;00000000000000000000;00000000000;1
516;35011;35;011;20050908;DANIEL;0.0044697901;SUAREZ;0.0173005647;BRITO;0.0026360301;00000000;00000000000000000000;00000000000;1
517;35011;35;011;19960430;DANIEL;0.0044697901;HEREDIA;0.0005268363;MALDONADO;0.0001737636;00000000;00000000000000000000;00000000000;1
518;35009;35;009;20040726;GABRIEL;0.0016322683;JIMENEZ;0.0081391587;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
519;35011;35;011;20060907;GABRIEL;0.0016322683;HERNANDEZ;0.0277319235;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
520;35016;35;016;20061005;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;RAMOS;0.0065124361;00000000;00000000000000000000;00000000000;1
521;35002;35;002;20080830;DANIEL;0.0044697901;HERNANDEZ;0.0277319235;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
522;35016;35;016;19900516;MARTA;0.0023032913;CABRERA;0.0130803287;VERA;0.0022422892;00000000;00000000000000000000;00000000000;6
523;35016;35;016;20061201;GABRIEL;0.0016322683;CEBALLOS;0.0005175936;ARENCIBIA;0.0017468783;00000000;00000000000000000000;00000000000;1
524;35004;35;004;20100218;DOLORES;0.0037821301;LEON;0.0050945995;DELGADO;0.0035362731;00000000;00000000000000000000;00000000000;6
525;35001;35;001;20110529;DANIEL;0.0044697901;EXPOSITO;0.0004473487;VIERA;0.003454937;00000000;00000000000000000000;00000000000;1
526;35016;35;016;20101025;DANIEL;0.0044697901;REYES;0.0041000804;CUBAS;0.0006691745;00000000;00000000000000000000;00000000000;1
527;35016;35;016;20100629;MARTA;0.0023032913;SANTIAGO;0.0020722228;NUEZ;0.0015527807;00000000;00000000000000000000;00000000000;6
528;35008;35;008;20040131;DANIEL;0.0044697901;SUAREZ;0.0173005647;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
529;35011;35;011;20060613;DANIEL;0.0044697901;CASTELLANO;0.0034678768;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
530;36044;36;044;20001025;MONICA;0.0016082371;ROCHA;0.0002569482;CALVO;0.000364164;00000000;00000000000000000000;00000000000;6
531;35009;35;009;20030906;GABRIEL;0.0016322683;FARRAY;0.0002403113;GODOY;0.0016895733;00000000;00000000000000000000;00000000000;1
532;35011;35;011;20110329;DANIEL;0.0044697901;MEJIAS;0.0007338737;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
533;35016;35;016;20060601;GABRIEL;0.0016322683;HOOG;5.5456453E-6;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
534;35012;35;012;20081210;DANIEL;0.0044697901;GORDILLO;0.0003456786;ALONSO;0.0049097446;00000000;00000000000000000000;00000000000;1
535;35008;35;008;20061021;DANIEL;0.0044697901;GONZALEZ;0.0312792879;GUERRA;0.0055179171;00000000;00000000000000000000;00000000000;1
536;35009;35;009;20071016;GABRIEL;0.0016322683;MOLINA;0.0021757415;MENDOZA;0.0037396135;00000000;00000000000000000000;00000000000;1
537;35016;35;016;19981108;MARTA;0.0023032913;PALOP;0.0000166369;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;6
538;35006;35;006;20040109;DANIEL;0.0044697901;ESPINO;0.0024511752;MENDOZA;0.0037396135;00000000;00000000000000000000;00000000000;1
539;35004;35;004;20050723;DANIEL;0.0044697901;GONZALEZ;0.0312792879;FERRER;0.0003734068;00000000;00000000000000000000;00000000000;1
540;35016;35;016;20070612;DANIEL;0.0044697901;NIETO;0.0002976163;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
541;35002;35;002;20071118;GABRIEL;0.0016322683;ORTEGA;0.004809923;MARTEL;0.0025269657;00000000;00000000000000000000;00000000000;1
542;35016;35;016;19910812;MONICA;0.0016082371;ROSALES;0.0013457433;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
543;35016;35;016;20090502;MARTA;0.0023032913;NUÑEZ;0.0008133613;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
544;35016;35;016;20070316;MARTA;0.0023032913;LORENZO;0.0032534452;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
545;35016;35;016;20070331;GABRIEL;0.0016322683;LOBATO;0.0001201556;MUÑOZ;0.0015176583;00000000;00000000000000000000;00000000000;1
546;35022;35;022;20070319;ROCIO;0.0005120479;GIL;0.003856072;MINGUELL;0.0000129398;00000000;00000000000000000000;00000000000;6
547;66115;66;115;19900330;MARTA;0.0023032913;AZIMONTI;5.5456453E-6;-;0.1128612757;00000000;00000000000000000000;00000000000;6
548;35006;35;006;20100416;MARTA;0.0023032913;ORTEGA;0.004809923;NAVARRO;0.0048783193;00000000;00000000000000000000;00000000000;6
549;35026;35;026;20060908;MARTA;0.0023032913;GARCIA;0.0279389609;MILLARES;0.0000961245;00000000;00000000000000000000;00000000000;6
550;35002;35;002;20060226;GABRIEL;0.0016322683;GUEDES;0.0015028699;ALEMAN;0.0046232196;00000000;00000000000000000000;00000000000;1
551;35006;35;006;20080219;GABRIEL;0.0016322683;SANTANA;0.0321684397;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
552;35016;35;016;20090122;GABRIEL;0.0016322683;PEREZ;0.0247483663;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
553;35016;35;016;20100130;GABRIEL;0.0016322683;SANCHEZ;0.0159917924;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
554;35009;35;009;20050801;GABRIEL;0.0016322683;CABRERA;0.0130803287;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
555;35016;35;016;20110803;GABRIEL;0.0016322683;SEGURA;0.0013235607;BARRERA;0.0008484837;00000000;00000000000000000000;00000000000;1
556;35004;35;004;20080116;MARTA;0.0023032913;ROMERO;0.0040131986;RIVERO;0.0045104582;00000000;00000000000000000000;00000000000;6
557;35016;35;016;20050615;DANIEL;0.0044697901;TORRES;0.0042442672;CUENCA;0.0000646992;00000000;00000000000000000000;00000000000;1
558;35016;35;016;19970708;DANIEL;0.0044697901;BERNARDINO;0.0000258797;ACOSTA;0.0031351381;00000000;00000000000000000000;00000000000;6
559;35016;35;016;20100607;DANIEL;0.0044697901;LORENZO;0.0032534452;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
560;35006;35;006;20110305;MARTA;0.0023032913;AMADO;0.0001127615;SARMIENTO;0.001391957;00000000;00000000000000000000;00000000000;6
561;35016;35;016;20110314;GABRIEL;0.0016322683;BARRIOS;0.0008263011;LORENZO;0.0033107502;00000000;00000000000000000000;00000000000;1
562;35015;35;015;20080226;DANIEL;0.0044697901;TEIXEIRA;0.0001257013;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;1
563;35016;35;016;20080319;GABRIEL;0.0016322683;NAVARRO;0.0048431969;SOSA;0.0069283595;00000000;00000000000000000000;00000000000;1
564;35004;35;004;19960228;DANIEL;0.0044697901;OLIVEIRA;0.0002532511;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
565;35012;35;012;20120210;GABRIEL;0.0016322683;SANTANA;0.0321684397;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
